Name,Image_Path,Mask_Path
malignant (133).png,malignant/malignant (133).png,malignant/malignant (133)_mask.png
malignant (134).png,malignant/malignant (134).png,malignant/malignant (134)_mask.png
malignant (135).png,malignant/malignant (135).png,malignant/malignant (135)_mask.png
malignant (136).png,malignant/malignant (136).png,malignant/malignant (136)_mask.png
malignant (137).png,malignant/malignant (137).png,malignant/malignant (137)_mask.png
malignant (138).png,malignant/malignant (138).png,malignant/malignant (138)_mask.png
malignant (139).png,malignant/malignant (139).png,malignant/malignant (139)_mask.png
malignant (14).png,malignant/malignant (14).png,malignant/malignant (14)_mask.png
malignant (140).png,malignant/malignant (140).png,malignant/malignant (140)_mask.png
malignant (141).png,malignant/malignant (141).png,malignant/malignant (141)_mask.png
malignant (142).png,malignant/malignant (142).png,malignant/malignant (142)_mask.png
malignant (143).png,malignant/malignant (143).png,malignant/malignant (143)_mask.png
malignant (144).png,malignant/malignant (144).png,malignant/malignant (144)_mask.png
malignant (145).png,malignant/malignant (145).png,malignant/malignant (145)_mask.png
malignant (146).png,malignant/malignant (146).png,malignant/malignant (146)_mask.png
malignant (147).png,malignant/malignant (147).png,malignant/malignant (147)_mask.png
malignant (148).png,malignant/malignant (148).png,malignant/malignant (148)_mask.png
malignant (149).png,malignant/malignant (149).png,malignant/malignant (149)_mask.png
malignant (15).png,malignant/malignant (15).png,malignant/malignant (15)_mask.png
malignant (150).png,malignant/malignant (150).png,malignant/malignant (150)_mask.png
malignant (151).png,malignant/malignant (151).png,malignant/malignant (151)_mask.png
malignant (152).png,malignant/malignant (152).png,malignant/malignant (152)_mask.png
malignant (153).png,malignant/malignant (153).png,malignant/malignant (153)_mask.png
malignant (154).png,malignant/malignant (154).png,malignant/malignant (154)_mask.png
malignant (155).png,malignant/malignant (155).png,malignant/malignant (155)_mask.png
malignant (156).png,malignant/malignant (156).png,malignant/malignant (156)_mask.png
malignant (157).png,malignant/malignant (157).png,malignant/malignant (157)_mask.png
malignant (158).png,malignant/malignant (158).png,malignant/malignant (158)_mask.png
malignant (159).png,malignant/malignant (159).png,malignant/malignant (159)_mask.png
malignant (16).png,malignant/malignant (16).png,malignant/malignant (16)_mask.png
malignant (160).png,malignant/malignant (160).png,malignant/malignant (160)_mask.png
malignant (161).png,malignant/malignant (161).png,malignant/malignant (161)_mask.png
malignant (162).png,malignant/malignant (162).png,malignant/malignant (162)_mask.png
malignant (163).png,malignant/malignant (163).png,malignant/malignant (163)_mask.png
malignant (164).png,malignant/malignant (164).png,malignant/malignant (164)_mask.png
malignant (165).png,malignant/malignant (165).png,malignant/malignant (165)_mask.png
malignant (166).png,malignant/malignant (166).png,malignant/malignant (166)_mask.png
malignant (167).png,malignant/malignant (167).png,malignant/malignant (167)_mask.png
malignant (168).png,malignant/malignant (168).png,malignant/malignant (168)_mask.png
malignant (169).png,malignant/malignant (169).png,malignant/malignant (169)_mask.png
malignant (17).png,malignant/malignant (17).png,malignant/malignant (17)_mask.png
malignant (170).png,malignant/malignant (170).png,malignant/malignant (170)_mask.png
malignant (171).png,malignant/malignant (171).png,malignant/malignant (171)_mask.png
malignant (172).png,malignant/malignant (172).png,malignant/malignant (172)_mask.png
malignant (173).png,malignant/malignant (173).png,malignant/malignant (173)_mask.png
malignant (174).png,malignant/malignant (174).png,malignant/malignant (174)_mask.png
malignant (175).png,malignant/malignant (175).png,malignant/malignant (175)_mask.png
malignant (176).png,malignant/malignant (176).png,malignant/malignant (176)_mask.png
malignant (177).png,malignant/malignant (177).png,malignant/malignant (177)_mask.png
malignant (178).png,malignant/malignant (178).png,malignant/malignant (178)_mask.png
malignant (179).png,malignant/malignant (179).png,malignant/malignant (179)_mask.png
malignant (18).png,malignant/malignant (18).png,malignant/malignant (18)_mask.png
malignant (180).png,malignant/malignant (180).png,malignant/malignant (180)_mask.png
malignant (181).png,malignant/malignant (181).png,malignant/malignant (181)_mask.png
malignant (182).png,malignant/malignant (182).png,malignant/malignant (182)_mask.png
malignant (183).png,malignant/malignant (183).png,malignant/malignant (183)_mask.png
malignant (184).png,malignant/malignant (184).png,malignant/malignant (184)_mask.png
malignant (185).png,malignant/malignant (185).png,malignant/malignant (185)_mask.png
malignant (186).png,malignant/malignant (186).png,malignant/malignant (186)_mask.png
malignant (187).png,malignant/malignant (187).png,malignant/malignant (187)_mask.png
malignant (188).png,malignant/malignant (188).png,malignant/malignant (188)_mask.png
malignant (189).png,malignant/malignant (189).png,malignant/malignant (189)_mask.png
malignant (19).png,malignant/malignant (19).png,malignant/malignant (19)_mask.png
malignant (190).png,malignant/malignant (190).png,malignant/malignant (190)_mask.png
malignant (191).png,malignant/malignant (191).png,malignant/malignant (191)_mask.png
malignant (192).png,malignant/malignant (192).png,malignant/malignant (192)_mask.png
malignant (193).png,malignant/malignant (193).png,malignant/malignant (193)_mask.png
malignant (194).png,malignant/malignant (194).png,malignant/malignant (194)_mask.png
malignant (195).png,malignant/malignant (195).png,malignant/malignant (195)_mask.png
malignant (196).png,malignant/malignant (196).png,malignant/malignant (196)_mask.png
malignant (197).png,malignant/malignant (197).png,malignant/malignant (197)_mask.png
malignant (198).png,malignant/malignant (198).png,malignant/malignant (198)_mask.png
malignant (199).png,malignant/malignant (199).png,malignant/malignant (199)_mask.png
malignant (2).png,malignant/malignant (2).png,malignant/malignant (2)_mask.png
malignant (20).png,malignant/malignant (20).png,malignant/malignant (20)_mask.png
malignant (200).png,malignant/malignant (200).png,malignant/malignant (200)_mask.png
malignant (201).png,malignant/malignant (201).png,malignant/malignant (201)_mask.png
malignant (202).png,malignant/malignant (202).png,malignant/malignant (202)_mask.png
malignant (203).png,malignant/malignant (203).png,malignant/malignant (203)_mask.png
malignant (204).png,malignant/malignant (204).png,malignant/malignant (204)_mask.png
malignant (205).png,malignant/malignant (205).png,malignant/malignant (205)_mask.png
malignant (206).png,malignant/malignant (206).png,malignant/malignant (206)_mask.png
malignant (207).png,malignant/malignant (207).png,malignant/malignant (207)_mask.png
malignant (208).png,malignant/malignant (208).png,malignant/malignant (208)_mask.png
malignant (209).png,malignant/malignant (209).png,malignant/malignant (209)_mask.png
malignant (21).png,malignant/malignant (21).png,malignant/malignant (21)_mask.png
malignant (210).png,malignant/malignant (210).png,malignant/malignant (210)_mask.png
malignant (22).png,malignant/malignant (22).png,malignant/malignant (22)_mask.png
malignant (23).png,malignant/malignant (23).png,malignant/malignant (23)_mask.png
malignant (24).png,malignant/malignant (24).png,malignant/malignant (24)_mask.png
malignant (25).png,malignant/malignant (25).png,malignant/malignant (25)_mask.png
malignant (26).png,malignant/malignant (26).png,malignant/malignant (26)_mask.png
malignant (27).png,malignant/malignant (27).png,malignant/malignant (27)_mask.png
malignant (28).png,malignant/malignant (28).png,malignant/malignant (28)_mask.png
malignant (29).png,malignant/malignant (29).png,malignant/malignant (29)_mask.png
malignant (3).png,malignant/malignant (3).png,malignant/malignant (3)_mask.png
malignant (30).png,malignant/malignant (30).png,malignant/malignant (30)_mask.png
malignant (31).png,malignant/malignant (31).png,malignant/malignant (31)_mask.png
malignant (32).png,malignant/malignant (32).png,malignant/malignant (32)_mask.png
malignant (33).png,malignant/malignant (33).png,malignant/malignant (33)_mask.png
malignant (34).png,malignant/malignant (34).png,malignant/malignant (34)_mask.png
malignant (35).png,malignant/malignant (35).png,malignant/malignant (35)_mask.png
malignant (36).png,malignant/malignant (36).png,malignant/malignant (36)_mask.png
malignant (37).png,malignant/malignant (37).png,malignant/malignant (37)_mask.png
malignant (38).png,malignant/malignant (38).png,malignant/malignant (38)_mask.png
malignant (39).png,malignant/malignant (39).png,malignant/malignant (39)_mask.png
malignant (4).png,malignant/malignant (4).png,malignant/malignant (4)_mask.png
malignant (40).png,malignant/malignant (40).png,malignant/malignant (40)_mask.png
malignant (41).png,malignant/malignant (41).png,malignant/malignant (41)_mask.png
malignant (42).png,malignant/malignant (42).png,malignant/malignant (42)_mask.png
malignant (43).png,malignant/malignant (43).png,malignant/malignant (43)_mask.png
malignant (44).png,malignant/malignant (44).png,malignant/malignant (44)_mask.png
malignant (45).png,malignant/malignant (45).png,malignant/malignant (45)_mask.png
malignant (46).png,malignant/malignant (46).png,malignant/malignant (46)_mask.png
malignant (47).png,malignant/malignant (47).png,malignant/malignant (47)_mask.png
malignant (48).png,malignant/malignant (48).png,malignant/malignant (48)_mask.png
malignant (49).png,malignant/malignant (49).png,malignant/malignant (49)_mask.png
malignant (5).png,malignant/malignant (5).png,malignant/malignant (5)_mask.png
malignant (50).png,malignant/malignant (50).png,malignant/malignant (50)_mask.png
malignant (51).png,malignant/malignant (51).png,malignant/malignant (51)_mask.png
malignant (52).png,malignant/malignant (52).png,malignant/malignant (52)_mask.png
malignant (53).png,malignant/malignant (53).png,malignant/malignant (53)_mask.png
malignant (54).png,malignant/malignant (54).png,malignant/malignant (54)_mask.png
malignant (55).png,malignant/malignant (55).png,malignant/malignant (55)_mask.png
malignant (56).png,malignant/malignant (56).png,malignant/malignant (56)_mask.png
malignant (57).png,malignant/malignant (57).png,malignant/malignant (57)_mask.png
malignant (58).png,malignant/malignant (58).png,malignant/malignant (58)_mask.png
malignant (59).png,malignant/malignant (59).png,malignant/malignant (59)_mask.png
malignant (6).png,malignant/malignant (6).png,malignant/malignant (6)_mask.png
malignant (60).png,malignant/malignant (60).png,malignant/malignant (60)_mask.png
malignant (61).png,malignant/malignant (61).png,malignant/malignant (61)_mask.png
malignant (62).png,malignant/malignant (62).png,malignant/malignant (62)_mask.png
malignant (63).png,malignant/malignant (63).png,malignant/malignant (63)_mask.png
malignant (64).png,malignant/malignant (64).png,malignant/malignant (64)_mask.png
malignant (65).png,malignant/malignant (65).png,malignant/malignant (65)_mask.png
malignant (66).png,malignant/malignant (66).png,malignant/malignant (66)_mask.png
malignant (67).png,malignant/malignant (67).png,malignant/malignant (67)_mask.png
malignant (68).png,malignant/malignant (68).png,malignant/malignant (68)_mask.png
malignant (69).png,malignant/malignant (69).png,malignant/malignant (69)_mask.png
malignant (7).png,malignant/malignant (7).png,malignant/malignant (7)_mask.png
malignant (70).png,malignant/malignant (70).png,malignant/malignant (70)_mask.png
malignant (71).png,malignant/malignant (71).png,malignant/malignant (71)_mask.png
malignant (72).png,malignant/malignant (72).png,malignant/malignant (72)_mask.png
malignant (73).png,malignant/malignant (73).png,malignant/malignant (73)_mask.png
malignant (74).png,malignant/malignant (74).png,malignant/malignant (74)_mask.png
malignant (75).png,malignant/malignant (75).png,malignant/malignant (75)_mask.png
malignant (76).png,malignant/malignant (76).png,malignant/malignant (76)_mask.png
malignant (77).png,malignant/malignant (77).png,malignant/malignant (77)_mask.png
malignant (78).png,malignant/malignant (78).png,malignant/malignant (78)_mask.png
malignant (79).png,malignant/malignant (79).png,malignant/malignant (79)_mask.png
malignant (8).png,malignant/malignant (8).png,malignant/malignant (8)_mask.png
malignant (80).png,malignant/malignant (80).png,malignant/malignant (80)_mask.png
malignant (81).png,malignant/malignant (81).png,malignant/malignant (81)_mask.png
malignant (82).png,malignant/malignant (82).png,malignant/malignant (82)_mask.png
malignant (83).png,malignant/malignant (83).png,malignant/malignant (83)_mask.png
malignant (84).png,malignant/malignant (84).png,malignant/malignant (84)_mask.png
malignant (85).png,malignant/malignant (85).png,malignant/malignant (85)_mask.png
malignant (86).png,malignant/malignant (86).png,malignant/malignant (86)_mask.png
malignant (87).png,malignant/malignant (87).png,malignant/malignant (87)_mask.png
malignant (88).png,malignant/malignant (88).png,malignant/malignant (88)_mask.png
malignant (89).png,malignant/malignant (89).png,malignant/malignant (89)_mask.png
malignant (9).png,malignant/malignant (9).png,malignant/malignant (9)_mask.png
malignant (90).png,malignant/malignant (90).png,malignant/malignant (90)_mask.png
malignant (91).png,malignant/malignant (91).png,malignant/malignant (91)_mask.png
malignant (92).png,malignant/malignant (92).png,malignant/malignant (92)_mask.png
malignant (93).png,malignant/malignant (93).png,malignant/malignant (93)_mask.png
malignant (94).png,malignant/malignant (94).png,malignant/malignant (94)_mask.png
malignant (95).png,malignant/malignant (95).png,malignant/malignant (95)_mask.png
malignant (96).png,malignant/malignant (96).png,malignant/malignant (96)_mask.png
malignant (97).png,malignant/malignant (97).png,malignant/malignant (97)_mask.png
malignant (98).png,malignant/malignant (98).png,malignant/malignant (98)_mask.png
malignant (99).png,malignant/malignant (99).png,malignant/malignant (99)_mask.png
